Department,JobRole,Attrition,MaritalStatus,EmployeeNumber,ï»¿Age,DailyRate,DistanceFromHome,Education,HourlyRate,JobInvolvement,JobLevel,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IndiceDeBurnout,IndiceDeSatisfacaoGeral,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Gender_Male,JobRole_TargetEncoded,MaritalStatus_TargetEncoded,EducationField_TargetEncoded,IndiceDeBurnout^2,MonthlyIncome^2,MonthlyIncome_X_IndiceDeBurnout,YearsAtCompany_X_IndiceDeBurnout,MonthlyIncome_X_IndiceDeSatisfacaoGeral,YearsAtCompany_X_IndiceDeSatisfacaoGeral,IndiceDeBurnout_X_IndiceDeSatisfacaoGeral
Research & Development,Healthcare Representative,No,Married,482,57,593,1,4,88,3,2,2967,2,11,3,0,15,2,2,1,2,4,3.3333333333333335,False,True,True,0.06870368828064846,0.12481426448736999,0.13577586206896552,16.0,45630025.0,27020.0,12.0,22516.666666666668,10.0,13.333333333333334
Research & Development,Laboratory Technician,No,Married,483,40,1171,10,4,46,4,1,22495,3,13,3,1,10,3,7,1,7,5,3.3333333333333335,False,True,False,0.23938223937897848,0.12481426448736999,0.14686468646864687,25.0,4897369.0,11065.0,35.0,7376.666666666667,23.333333333333336,16.666666666666668
Sales,Sales Representative,No,Single,484,21,895,9,2,39,3,1,2851,1,24,4,0,3,3,2,2,2,4,2.6666666666666665,False,False,True,0.3971571172349599,0.2553191489361702,0.13577586206896552,16.0,6812100.0,10440.0,12.0,6960.0,8.0,10.666666666666666
Sales,Sales Representative,Yes,Single,485,33,350,5,3,34,3,1,9150,1,13,3,0,1,2,0,0,0,5,3.0,False,True,False,0.3971571172349599,0.2553191489361702,0.22012573203437844,25.0,8128201.0,14255.0,5.0,8553.0,3.0,15.0
Research & Development,Laboratory Technician,No,Married,486,37,921,10,3,98,3,1,17663,6,20,4,1,17,3,4,0,3,6,2.0,False,True,False,0.23938223937897848,0.12481426448736999,0.13577586206896552,36.0,11916304.0,20712.0,30.0,6904.0,10.0,12.0
Research & Development,Manufacturing Director,No,Married,487,46,1144,7,4,30,3,2,16044,2,14,3,0,7,2,0,0,0,3,3.0,False,False,False,0.06896586105729074,0.12481426448736999,0.13577586206896552,9.0,27646564.0,15774.0,3.0,15774.0,3.0,9.0
Sales,Sales Executive,Yes,Single,488,41,143,4,3,56,3,2,9558,1,18,3,0,8,5,7,7,7,5,2.0,True,False,True,0.17484662576687046,0.2553191489361702,0.22012573203437844,25.0,87516025.0,46775.0,40.0,18710.0,16.0,10.0
Research & Development,Healthcare Representative,No,Single,491,50,1046,10,3,100,2,3,2755,6,15,3,0,20,2,3,1,3,3,4.0,False,True,True,0.06870368828064846,0.2553191489361702,0.24242313209808733,9.0,110166016.0,31488.0,12.0,41984.0,16.0,12.0
Sales,Sales Executive,Yes,Married,492,40,575,22,2,68,2,2,6110,2,12,3,2,8,6,4,1,0,5,2.3333333333333335,False,True,True,0.17484662576687046,0.12481426448736999,0.22012573203437844,25.0,40704400.0,31900.0,30.0,14886.666666666668,14.0,11.666666666666668
Research & Development,Research Scientist,No,Single,493,31,408,9,4,42,2,1,7551,0,16,3,0,3,5,2,2,2,6,3.0,False,True,True,0.16095890410958943,0.2553191489361702,0.14686468646864687,36.0,7059649.0,15942.0,12.0,7971.0,6.0,18.0
Sales,Sales Representative,Yes,Single,494,21,156,12,3,90,4,1,25422,1,15,3,0,1,0,0,0,0,5,3.0,False,True,False,0.3971571172349599,0.2553191489361702,0.14686468646864687,25.0,7376656.0,13580.0,5.0,8148.0,3.0,15.0
Research & Development,Research Scientist,No,Single,495,29,1283,23,3,54,3,1,18168,9,16,3,0,6,4,2,1,2,3,4.0,False,True,True,0.16095890410958943,0.2553191489361702,0.14686468646864687,9.0,4844401.0,6603.0,9.0,8804.0,12.0,12.0
Research & Development,Healthcare Representative,No,Single,496,35,755,9,4,97,2,2,19394,9,19,3,0,10,5,1,0,0,5,2.6666666666666665,False,True,True,0.06870368828064846,0.2553191489361702,0.14686468646864687,25.0,42771600.0,32700.0,5.0,17440.0,2.6666666666666665,13.333333333333332
Research & Development,Laboratory Technician,No,Divorced,497,27,1469,1,2,82,3,1,17881,1,11,3,1,5,2,2,0,4,5,2.6666666666666665,False,True,True,0.23938223937897848,0.10091743119266336,0.13577586206896552,25.0,14561856.0,19080.0,25.0,10176.0,13.333333333333332,13.333333333333332
Sales,Sales Executive,No,Single,498,28,304,9,4,92,3,2,20750,1,16,3,0,7,1,5,0,7,3,3.3333333333333335,False,True,True,0.17484662576687046,0.2553191489361702,0.14686468646864687,9.0,27594009.0,15759.0,21.0,17510.0,23.333333333333336,10.0
Research & Development,Healthcare Representative,No,Single,499,49,1261,7,3,31,2,3,12066,8,24,4,0,26,2,2,0,0,4,2.6666666666666665,False,True,True,0.06870368828064846,0.2553191489361702,0.13420118338933018,16.0,120231225.0,43860.0,20.0,29240.0,13.333333333333332,10.666666666666666
Sales,Sales Executive,No,Married,500,51,1178,14,2,87,3,2,14862,4,11,3,1,18,2,7,0,7,4,3.3333333333333335,False,True,False,0.17484662576687046,0.12481426448736999,0.14686468646864687,16.0,24364096.0,19744.0,28.0,16453.333333333336,23.333333333333336,13.333333333333334
Research & Development,Research Scientist,No,Married,501,36,329,2,3,96,3,1,11868,4,13,3,1,6,3,2,2,2,4,3.0,False,True,False,0.16095890410958943,0.12481426448736999,0.14686468646864687,16.0,6466849.0,10172.0,8.0,7629.0,6.0,12.0
Sales,Sales Executive,Yes,Single,502,34,1362,19,3,67,4,2,4652,8,13,3,0,9,3,2,0,4,5,2.3333333333333335,False,False,True,0.17484662576687046,0.2553191489361702,0.22012573203437844,25.0,28132416.0,26520.0,25.0,12376.0,11.666666666666668,11.666666666666668
Research & Development,Manager,No,Single,505,55,1311,2,3,97,3,4,23258,2,13,3,0,30,2,4,1,2,4,3.3333333333333335,False,True,False,0.04905041685272943,0.2553191489361702,0.14686468646864687,16.0,277522281.0,66636.0,20.0,55530.0,16.666666666666668,13.333333333333334
Sales,Sales Executive,No,Divorced,507,24,1371,10,4,77,3,2,5915,1,12,3,1,5,2,2,0,3,4,3.6666666666666665,False,True,False,0.17484662576687046,0.10091743119266336,0.22012573203437844,16.0,18147600.0,17040.0,20.0,15620.0,18.333333333333332,14.666666666666666
Sales,Sales Representative,No,Married,508,30,202,2,1,72,3,1,17434,1,18,3,1,1,3,0,0,0,5,2.0,False,True,True,0.3971571172349599,0.12481426448736999,0.24242313209808733,25.0,6130576.0,12380.0,5.0,4952.0,2.0,10.0
Research & Development,Research Scientist,Yes,Single,510,26,575,3,1,73,3,1,6582,0,22,4,0,7,2,4,0,4,6,2.3333333333333335,True,False,True,0.16095890410958943,0.2553191489361702,0.24242313209808733,36.0,9622404.0,18612.0,36.0,7238.000000000001,14.0,14.0
Research & Development,Research Scientist,No,Married,511,22,253,11,3,43,3,1,24440,1,13,3,1,2,1,1,1,2,5,2.3333333333333335,False,True,False,0.16095890410958943,0.12481426448736999,0.13577586206896552,25.0,5035536.0,11220.0,10.0,5236.0,4.666666666666667,11.666666666666668
Sales,Sales Executive,No,Married,513,36,164,2,2,61,2,3,3809,1,13,3,2,10,2,9,9,0,4,2.3333333333333335,False,True,True,0.17484662576687046,0.12481426448736999,0.13577586206896552,16.0,57699216.0,30384.0,40.0,17724.0,23.333333333333336,9.333333333333334
Research & Development,Research Scientist,Yes,Single,514,30,464,4,3,40,3,1,3427,9,23,4,0,3,4,0,0,0,4,3.3333333333333335,True,False,True,0.16095890410958943,0.2553191489361702,0.24242313209808733,16.0,5221225.0,9140.0,4.0,7616.666666666667,3.3333333333333335,13.333333333333334
Research & Development,Laboratory Technician,No,Divorced,515,37,1107,14,3,95,3,1,26914,1,12,3,1,18,2,7,12,17,7,2.6666666666666665,False,True,False,0.23938223937897848,0.10091743119266336,0.14686468646864687,49.0,9205156.0,21238.0,126.0,8090.666666666666,48.0,18.666666666666664
Sales,Sales Executive,No,Divorced,516,40,759,2,2,46,3,2,22553,7,12,3,2,8,5,4,1,3,5,3.0,False,True,False,0.17484662576687046,0.10091743119266336,0.22012573203437844,25.0,32661225.0,28575.0,25.0,17145.0,15.0,15.0
Research & Development,Laboratory Technician,No,Divorced,517,42,201,1,4,95,3,1,20490,3,16,3,1,8,5,2,1,2,6,1.6666666666666667,False,True,False,0.23938223937897848,0.10091743119266336,0.14686468646864687,36.0,6635776.0,15456.0,30.0,4293.333333333334,8.333333333333334,10.0
Research & Development,Manufacturing Director,No,Single,518,37,1305,10,4,49,3,2,21123,2,12,3,0,18,2,0,0,1,7,3.0,False,True,True,0.06896586105729074,0.2553191489361702,0.14686468646864687,49.0,17614809.0,29379.0,7.0,12591.0,3.0,21.0
Research & Development,Research Director,No,Divorced,520,43,982,12,3,59,2,4,4345,1,11,3,1,25,3,10,3,9,5,2.0,False,True,True,0.02533683182797013,0.10091743119266336,0.14686468646864687,25.0,205520896.0,71680.0,125.0,28672.0,50.0,10.0
Research & Development,Laboratory Technician,No,Married,521,40,555,2,3,78,2,2,13436,6,22,4,1,20,3,0,0,0,4,2.3333333333333335,False,True,False,0.23938223937897848,0.12481426448736999,0.13577586206896552,16.0,11888704.0,13792.0,4.0,8045.333333333334,2.3333333333333335,9.333333333333334
Research & Development,Research Director,No,Married,522,54,821,5,2,86,3,5,8509,4,11,3,1,24,4,2,1,2,7,1.6666666666666667,False,True,True,0.02533683182797013,0.12481426448736999,0.13577586206896552,49.0,376592836.0,135842.0,28.0,32343.333333333336,6.666666666666667,11.666666666666668
Sales,Sales Executive,No,Married,523,34,1381,4,4,72,3,2,12740,9,15,3,1,6,3,2,1,2,4,2.3333333333333335,False,False,False,0.17484662576687046,0.12481426448736999,0.22012573203437844,16.0,42745444.0,26152.0,12.0,15255.333333333334,7.0,9.333333333333334
Research & Development,Manufacturing Director,No,Married,524,31,480,7,2,31,3,2,4156,1,12,3,1,13,5,10,3,12,8,1.6666666666666667,False,True,False,0.06896586105729074,0.12481426448736999,0.13577586206896552,64.0,18541636.0,34448.0,104.0,7176.666666666667,21.666666666666668,13.333333333333334
Research & Development,Laboratory Technician,No,Married,525,43,313,21,3,61,3,1,15238,7,20,4,1,8,1,2,1,2,3,3.0,True,False,True,0.23938223937897848,0.12481426448736999,0.13577586206896552,9.0,5098564.0,6774.0,9.0,6774.0,9.0,9.0
Research & Development,Healthcare Representative,No,Divorced,526,43,1473,8,4,74,3,2,2227,4,14,3,0,8,3,2,0,2,5,3.3333333333333335,False,True,False,0.06870368828064846,0.10091743119266336,0.13420118338933018,25.0,20448484.0,22610.0,25.0,15073.333333333334,16.666666666666668,16.666666666666668
Sales,Sales Executive,No,Single,527,25,891,4,2,99,2,2,12090,1,11,3,0,5,3,4,1,3,4,2.6666666666666665,False,True,False,0.17484662576687046,0.2553191489361702,0.14686468646864687,16.0,20133169.0,17948.0,20.0,11965.333333333332,13.333333333333332,10.666666666666666
Research & Development,Research Scientist,No,Married,529,37,1063,25,5,72,3,2,23866,3,15,3,2,15,2,11,10,7,5,2.0,False,False,False,0.16095890410958943,0.12481426448736999,0.13577586206896552,25.0,19793601.0,22245.0,65.0,8898.0,26.0,10.0
Research & Development,Laboratory Technician,No,Married,530,31,329,1,2,98,2,1,16193,1,12,3,1,4,3,2,3,2,6,2.6666666666666665,False,True,True,0.23938223937897848,0.12481426448736999,0.14686468646864687,36.0,4919524.0,13308.0,24.0,5914.666666666666,10.666666666666666,16.0
Research & Development,Manager,No,Divorced,531,39,1218,1,1,52,3,5,8213,1,14,3,1,21,3,8,1,6,5,2.6666666666666665,True,False,True,0.04905041685272943,0.10091743119266336,0.14686468646864687,25.0,368524809.0,95985.0,105.0,51192.0,56.0,13.333333333333332
Sales,Sales Executive,No,Married,532,56,906,6,3,86,4,4,18256,9,11,3,3,36,0,7,7,7,7,2.6666666666666665,True,False,False,0.17484662576687046,0.12481426448736999,0.14686468646864687,49.0,174556944.0,92484.0,49.0,35232.0,18.666666666666664,18.666666666666664
Sales,Sales Executive,No,Single,533,30,1082,12,3,83,3,2,19558,0,11,3,0,6,6,4,4,4,4,2.3333333333333335,False,True,False,0.17484662576687046,0.2553191489361702,0.24242313209808733,16.0,43256929.0,26308.0,20.0,15346.333333333334,11.666666666666668,9.333333333333334
Sales,Sales Executive,No,Married,534,41,645,1,3,49,4,3,19566,1,16,3,1,10,2,7,0,7,6,2.0,False,True,True,0.17484662576687046,0.12481426448736999,0.22012573203437844,36.0,70425664.0,50352.0,60.0,16784.0,20.0,12.0
Research & Development,Laboratory Technician,No,Divorced,536,28,1300,17,2,79,3,2,13535,1,12,3,1,10,2,0,1,8,6,2.6666666666666665,False,True,True,0.23938223937897848,0.10091743119266336,0.13577586206896552,36.0,20775364.0,27348.0,60.0,12154.666666666666,26.666666666666664,16.0
Research & Development,Laboratory Technician,Yes,Married,538,25,688,3,3,91,3,1,9396,5,13,3,1,6,5,2,0,2,6,1.6666666666666667,False,True,True,0.23938223937897848,0.12481426448736999,0.13577586206896552,36.0,16248961.0,24186.0,12.0,6718.333333333334,3.3333333333333335,10.0
Research & Development,Manufacturing Director,No,Married,543,52,319,3,3,39,2,3,19609,2,14,3,0,28,4,4,0,4,5,3.3333333333333335,False,True,True,0.06896586105729074,0.12481426448736999,0.13577586206896552,25.0,63504961.0,39845.0,25.0,26563.333333333336,16.666666666666668,16.666666666666668
Research & Development,Research Scientist,No,Married,544,45,192,10,2,69,3,1,9655,3,21,4,2,8,3,2,0,2,4,3.0,False,True,True,0.16095890410958943,0.12481426448736999,0.14686468646864687,16.0,7043716.0,10616.0,8.0,7962.0,6.0,12.0
Research & Development,Manager,No,Married,546,52,1490,4,2,30,3,4,10310,2,13,3,0,31,2,2,1,4,5,4.0,False,True,False,0.04905041685272943,0.12481426448736999,0.14686468646864687,25.0,274068025.0,82775.0,25.0,66220.0,20.0,20.0
Research & Development,Research Scientist,No,Divorced,547,42,532,29,2,92,3,2,12932,2,11,3,1,19,3,4,0,2,4,2.0,True,False,False,0.16095890410958943,0.10091743119266336,0.14686468646864687,16.0,20757136.0,18224.0,20.0,9112.0,10.0,8.0
Research & Development,Manufacturing Director,No,Single,548,30,317,2,3,43,1,2,24793,2,20,4,0,11,2,4,0,2,3,3.3333333333333335,False,True,False,0.06896586105729074,0.2553191489361702,0.14686468646864687,9.0,37100281.0,18273.0,15.0,20303.333333333336,16.666666666666668,10.0
Research & Development,Manager,No,Married,549,60,422,7,3,41,3,5,3854,5,11,3,0,33,5,8,11,10,8,2.0,False,True,False,0.04905041685272943,0.12481426448736999,0.14686468646864687,64.0,382828356.0,156528.0,232.0,39132.0,58.0,16.0
Research & Development,Manufacturing Director,No,Divorced,550,46,1485,18,3,87,3,2,26314,2,14,3,1,19,5,7,0,8,5,3.0,False,True,False,0.06896586105729074,0.10091743119266336,0.13577586206896552,25.0,23136100.0,24050.0,50.0,14430.0,30.0,15.0
Research & Development,Healthcare Representative,No,Married,551,42,1368,28,4,88,2,2,4386,0,11,3,3,7,4,5,0,4,2,4.0,True,False,False,0.06870368828064846,0.12481426448736999,0.24242313209808733,4.0,20457529.0,9046.0,12.0,18092.0,24.0,8.0
Sales,Sales Representative,Yes,Single,554,24,1448,1,1,62,3,1,21972,1,16,3,0,6,4,3,1,4,6,1.6666666666666667,False,True,False,0.3971571172349599,0.2553191489361702,0.24242313209808733,36.0,10252804.0,19212.0,30.0,5336.666666666667,8.333333333333334,10.0
Sales,Sales Representative,Yes,Divorced,555,34,296,6,2,33,1,1,12253,0,16,3,1,3,3,2,1,0,5,3.6666666666666665,True,False,False,0.3971571172349599,0.10091743119266336,0.22012573203437844,25.0,5527201.0,11755.0,10.0,8620.333333333332,7.333333333333333,18.333333333333332
Research & Development,Laboratory Technician,No,Married,556,38,1490,2,2,42,3,1,12106,1,23,4,1,1,3,0,0,0,4,3.6666666666666665,True,False,True,0.23938223937897848,0.12481426448736999,0.14686468646864687,16.0,2896804.0,6808.0,4.0,6240.666666666666,3.6666666666666665,14.666666666666666
Sales,Manager,No,Married,558,40,1398,2,4,79,3,5,13022,0,14,3,0,21,2,15,1,12,4,3.3333333333333335,False,True,False,0.04905041685272943,0.12481426448736999,0.14686468646864687,16.0,325477681.0,72164.0,80.0,60136.66666666667,66.66666666666667,13.333333333333334
Research & Development,Research Scientist,No,Divorced,560,26,1349,23,3,90,3,1,3032,1,22,4,2,3,3,2,0,2,5,2.3333333333333335,False,True,False,0.16095890410958943,0.10091743119266336,0.14686468646864687,25.0,8328996.0,14430.0,15.0,6734.0,7.0,11.666666666666668
Research & Development,Laboratory Technician,No,Married,562,30,1400,3,3,53,3,1,16734,4,15,3,1,9,3,3,1,4,5,3.3333333333333335,False,False,True,0.23938223937897848,0.12481426448736999,0.14686468646864687,25.0,4397409.0,10485.0,25.0,6990.0,16.666666666666668,16.666666666666668
Research & Development,Research Director,No,Married,564,29,986,3,4,93,2,3,21526,1,18,3,0,10,2,2,0,7,4,2.6666666666666665,False,True,True,0.02533683182797013,0.12481426448736999,0.13577586206896552,16.0,142444225.0,47740.0,40.0,31826.666666666664,26.666666666666664,10.666666666666666
Research & Development,Research Scientist,Yes,Married,565,29,408,25,5,71,2,1,18300,5,16,3,0,6,2,2,1,1,4,2.3333333333333335,False,True,False,0.16095890410958943,0.12481426448736999,0.24242313209808733,16.0,6482116.0,10184.0,8.0,5940.666666666667,4.666666666666667,9.333333333333334
Human Resources,Human Resources,Yes,Single,566,19,489,2,2,52,2,1,18437,1,12,3,0,1,3,0,0,0,2,2.6666666666666665,False,True,True,0.22804546072229726,0.2553191489361702,0.24242313209808733,4.0,6574096.0,5128.0,2.0,6837.333333333333,2.6666666666666665,5.333333333333333
Sales,Sales Executive,No,Married,567,30,1398,22,4,69,3,3,2890,0,11,3,0,10,3,8,7,8,6,2.3333333333333335,False,False,False,0.17484662576687046,0.12481426448736999,0.13420118338933018,36.0,70761744.0,50472.0,54.0,19628.0,21.0,14.0
Sales,Manager,No,Divorced,568,57,210,29,3,56,2,4,22102,3,12,3,1,32,3,0,0,0,4,2.6666666666666665,False,True,True,0.04905041685272943,0.10091743119266336,0.22012573203437844,16.0,199317924.0,56472.0,4.0,37648.0,2.6666666666666665,10.666666666666666
Research & Development,Manager,No,Married,569,50,1099,29,4,88,2,4,9314,0,15,3,1,28,2,10,15,7,4,2.3333333333333335,False,True,True,0.04905041685272943,0.12481426448736999,0.14686468646864687,16.0,290566116.0,68184.0,108.0,39774.0,63.00000000000001,9.333333333333334
Research & Development,Laboratory Technician,No,Single,571,30,1116,2,3,49,3,1,7181,0,14,3,0,12,2,7,6,7,4,3.3333333333333335,False,False,False,0.23938223937897848,0.2553191489361702,0.13577586206896552,16.0,6574096.0,10256.0,44.0,8546.666666666668,36.66666666666667,13.333333333333334
Sales,Sales Executive,No,Married,573,60,1499,28,3,80,2,3,2845,4,19,3,0,22,5,13,13,11,5,2.6666666666666665,True,False,False,0.17484662576687046,0.12481426448736999,0.22012573203437844,25.0,105390756.0,51330.0,90.0,27376.0,48.0,13.333333333333332
Research & Development,Manufacturing Director,No,Divorced,574,47,983,2,2,65,3,2,7389,5,13,3,3,20,2,0,0,4,3,2.6666666666666665,False,True,False,0.06896586105729074,0.10091743119266336,0.13577586206896552,9.0,25704900.0,15210.0,15.0,13520.0,13.333333333333332,8.0
Research & Development,Research Director,No,Married,575,46,1009,2,3,51,3,4,2288,6,13,3,0,26,2,2,0,1,6,2.3333333333333335,False,True,True,0.02533683182797013,0.12481426448736999,0.14686468646864687,36.0,319015321.0,107166.0,18.0,41675.66666666667,7.0,14.0
Research & Development,Laboratory Technician,No,Single,577,35,144,22,3,46,1,1,19225,0,15,3,0,6,2,4,4,3,4,3.3333333333333335,False,True,True,0.23938223937897848,0.2553191489361702,0.14686468646864687,16.0,17892900.0,16920.0,20.0,14100.0,16.666666666666668,13.333333333333334
Research & Development,Laboratory Technician,No,Single,578,54,548,8,4,42,3,2,23428,7,11,3,0,19,3,0,0,0,4,3.0,False,True,False,0.23938223937897848,0.2553191489361702,0.14686468646864687,16.0,14288400.0,15120.0,4.0,11340.0,3.0,12.0
Research & Development,Research Scientist,No,Divorced,579,34,1303,2,4,62,2,1,8416,3,12,3,1,14,3,3,5,7,4,3.3333333333333335,False,True,True,0.16095890410958943,0.10091743119266336,0.14686468646864687,16.0,7661824.0,11072.0,28.0,9226.666666666668,23.333333333333336,13.333333333333334
Sales,Sales Executive,No,Married,580,46,1125,10,3,94,2,3,11563,2,19,3,1,15,3,2,1,2,4,3.3333333333333335,False,True,False,0.17484662576687046,0.12481426448736999,0.22012573203437844,16.0,82283041.0,36284.0,12.0,30236.666666666668,10.0,13.333333333333334
Research & Development,Manufacturing Director,No,Divorced,581,31,1274,9,1,33,3,3,14394,1,25,4,1,13,6,8,0,8,4,3.0,False,True,True,0.06896586105729074,0.10091743119266336,0.14686468646864687,16.0,113379904.0,42592.0,52.0,31944.0,39.0,12.0
Research & Development,Manager,Yes,Married,582,33,1277,15,1,56,3,3,24619,7,12,3,0,15,2,6,7,7,4,3.0,False,True,True,0.04905041685272943,0.12481426448736999,0.13577586206896552,16.0,185232100.0,54440.0,28.0,40830.0,21.0,12.0
Research & Development,Laboratory Technician,Yes,Divorced,584,33,587,10,1,38,1,1,6705,7,13,3,3,8,2,3,1,3,3,2.0,False,True,True,0.23938223937897848,0.10091743119266336,0.13577586206896552,9.0,11614464.0,10224.0,12.0,6816.0,8.0,6.0
Sales,Sales Representative,No,Single,585,30,413,7,1,57,3,1,18398,0,14,3,0,4,3,2,1,2,5,2.3333333333333335,False,True,True,0.3971571172349599,0.2553191489361702,0.22012573203437844,25.0,8898289.0,14915.0,15.0,6960.333333333334,7.0,11.666666666666668
Research & Development,Healthcare Representative,No,Married,586,35,1276,16,3,72,3,3,14295,4,12,3,0,10,2,7,0,0,5,3.3333333333333335,False,True,True,0.06870368828064846,0.12481426448736999,0.14686468646864687,25.0,58247424.0,38160.0,40.0,25440.0,26.666666666666668,16.666666666666668
Research & Development,Healthcare Representative,Yes,Married,587,31,534,20,3,66,3,3,22908,3,12,3,0,12,2,0,0,0,4,1.6666666666666667,True,False,True,0.06870368828064846,0.12481426448736999,0.14686468646864687,16.0,96510976.0,39296.0,4.0,16373.333333333334,1.6666666666666667,6.666666666666667
Human Resources,Human Resources,Yes,Divorced,590,34,988,23,3,43,3,3,11533,9,15,3,3,11,2,2,0,2,7,2.0,True,False,False,0.22804546072229726,0.10091743119266336,0.22673012399864786,49.0,99002500.0,69650.0,21.0,19900.0,6.0,14.0
Research & Development,Laboratory Technician,No,Married,591,42,1474,5,2,97,3,1,9260,4,17,3,1,8,4,2,2,0,4,3.0,True,False,True,0.23938223937897848,0.12481426448736999,0.13420118338933018,16.0,4380649.0,8372.0,8.0,6279.0,6.0,12.0
Sales,Sales Executive,No,Single,592,36,635,10,4,32,3,3,15318,1,14,3,0,10,3,3,9,7,4,3.3333333333333335,False,False,True,0.17484662576687046,0.2553191489361702,0.13577586206896552,16.0,99600400.0,39920.0,40.0,33266.66666666667,33.333333333333336,13.333333333333334
Research & Development,Laboratory Technician,Yes,Single,593,22,1368,4,1,99,2,1,9129,5,16,3,0,4,3,2,1,2,4,3.0,True,False,True,0.23938223937897848,0.2553191489361702,0.24242313209808733,16.0,15163236.0,15576.0,8.0,11682.0,6.0,12.0
Sales,Sales Executive,No,Married,595,48,163,2,5,37,3,2,19658,2,14,3,1,14,2,7,6,7,3,2.3333333333333335,False,True,False,0.17484662576687046,0.12481426448736999,0.22012573203437844,9.0,16410601.0,12153.0,27.0,9452.333333333334,21.0,7.0
Sales,Manager,No,Single,597,55,1117,18,5,83,3,4,9873,3,23,4,0,37,2,9,7,7,5,2.3333333333333335,False,True,False,0.04905041685272943,0.2553191489361702,0.14686468646864687,25.0,283417225.0,84175.0,50.0,39281.66666666667,23.333333333333336,11.666666666666668
Sales,Sales Executive,No,Single,599,41,267,10,2,56,3,2,13430,7,14,3,0,16,3,3,1,10,3,4.0,False,False,True,0.17484662576687046,0.2553191489361702,0.14686468646864687,9.0,38812900.0,18690.0,42.0,24920.0,56.0,12.0
Sales,Sales Executive,No,Married,600,35,619,1,3,85,3,2,18659,9,11,3,0,15,2,9,6,9,4,2.6666666666666665,False,True,True,0.17484662576687046,0.12481426448736999,0.22012573203437844,16.0,22250089.0,18868.0,44.0,12578.666666666666,29.333333333333332,10.666666666666666
Research & Development,Manufacturing Director,No,Single,601,40,302,6,3,75,3,4,20364,7,15,3,0,22,3,6,5,13,4,2.6666666666666665,False,True,False,0.06896586105729074,0.2553191489361702,0.14686468646864687,16.0,175218169.0,52948.0,80.0,35298.666666666664,53.33333333333333,10.666666666666666
Research & Development,Laboratory Technician,No,Married,602,39,443,8,1,48,3,1,17872,1,11,3,1,8,3,3,0,7,4,2.3333333333333335,True,False,False,0.23938223937897848,0.12481426448736999,0.14686468646864687,16.0,14100025.0,15020.0,32.0,8761.666666666668,18.666666666666668,9.333333333333334
Sales,Sales Executive,No,Single,604,31,828,2,1,77,3,2,8346,4,13,3,0,10,2,5,0,5,3,3.0,False,True,True,0.17484662576687046,0.2553191489361702,0.14686468646864687,9.0,43322724.0,19746.0,18.0,19746.0,18.0,9.0
Research & Development,Manufacturing Director,No,Married,605,42,319,24,3,56,3,3,6950,1,21,4,1,10,5,9,5,8,8,3.0,False,True,True,0.06896586105729074,0.12481426448736999,0.13577586206896552,64.0,54848836.0,59248.0,80.0,22218.0,30.0,24.0
Sales,Sales Executive,No,Married,606,45,561,2,3,61,3,2,16177,0,19,3,1,9,3,7,3,7,4,2.6666666666666665,False,True,True,0.17484662576687046,0.12481426448736999,0.13420118338933018,16.0,23088025.0,19220.0,32.0,12813.333333333332,21.333333333333332,10.666666666666666
Human Resources,Human Resources,Yes,Divorced,608,26,426,17,4,58,3,1,22808,0,11,3,1,8,2,7,1,0,6,2.3333333333333335,True,False,False,0.22804546072229726,0.10091743119266336,0.14686468646864687,36.0,7513081.0,16446.0,42.0,6395.666666666667,16.333333333333336,14.0
Research & Development,Manufacturing Director,No,Divorced,611,29,232,19,3,34,3,2,22645,4,12,3,2,8,2,2,1,2,2,3.3333333333333335,False,True,True,0.06896586105729074,0.10091743119266336,0.24242313209808733,4.0,18164644.0,8524.0,6.0,14206.666666666668,10.0,6.666666666666667
Research & Development,Research Director,No,Divorced,612,33,922,1,5,95,4,4,22578,4,19,3,1,10,2,1,0,5,4,2.3333333333333335,False,True,False,0.02533683182797013,0.10091743119266336,0.13577586206896552,16.0,261921856.0,64736.0,24.0,37762.66666666667,14.0,9.333333333333334
Sales,Manager,No,Divorced,613,31,688,7,3,44,2,3,25291,9,21,4,1,10,3,4,0,1,4,3.3333333333333335,False,True,True,0.04905041685272943,0.10091743119266336,0.14686468646864687,16.0,133564249.0,46228.0,20.0,38523.333333333336,16.666666666666668,13.333333333333334
Sales,Sales Representative,Yes,Single,614,18,1306,5,3,69,3,1,8059,1,14,3,0,0,3,0,0,0,6,2.6666666666666665,True,False,True,0.3971571172349599,0.2553191489361702,0.22012573203437844,36.0,3526884.0,11268.0,0.0,5008.0,0.0,16.0
Sales,Sales Executive,No,Divorced,615,40,1094,28,3,58,1,3,11373,3,15,3,1,20,2,0,0,1,6,2.3333333333333335,False,False,True,0.17484662576687046,0.10091743119266336,0.13420118338933018,36.0,119508624.0,65592.0,6.0,25508.0,2.3333333333333335,14.0
